Município,Estado,Administração pública direta,Sociedade de economia mista com administração pública,Empresa privada,Empresa pública,Organização social,POPULAÇÃO ESTIMADA,sabesp,cedae,copasa,sanepar,corsan,embasa,compesa,saneago,caesb,cagece,brk,Reclamacoes a cada 1000 habitantes,Extravasamentos de esgotos registrados a cada 1000 habitantes,Quantidade de interrupções sistemáticas a cada 1000 habitantes,Quantidade de serviços executados a cada 1000 habitantes,QD011 - Quantidades de extravasamentos de esgotos registrados,QD021 - Quantidade de interrupções sistemáticas,QD023 - Quantidade de reclamações ou solicitações de serviços,QD024 - Quantidade de serviços executados
Camocim de São Félix,PE,0,1,0,0,0,"18765,0",0,0,0,0,0,0,1,0,0,0,0,"11,777244870770051",,,"11,617372768451906",,,"221,0","218,0"
Camutanga,PE,0,1,0,0,0,"8551,0",0,0,0,0,0,0,1,0,0,0,0,"3,7422523681440767",,,"3,7422523681440767",,,"32,0","32,0"
Canhotinho,PE,0,1,0,0,0,"24804,0",0,0,0,0,0,0,1,0,0,0,0,"14,07031124012256",,,"14,07031124012256",,,"349,0","349,0"
Capoeiras,PE,0,1,0,0,0,"20048,0",0,0,0,0,0,0,1,0,0,0,0,"28,282122905027933",,,"28,282122905027933",,,"567,0","567,0"
Carnaíba,PE,1,1,0,0,0,"19551,0",0,0,0,0,0,0,1,0,0,0,0,"24,602322131860262",,,"24,602322131860262",,,"481,0","481,0"
Carpina,PE,1,1,0,0,0,"83641,0",0,0,0,0,0,0,1,0,0,0,0,"20,528209849236617",,,"20,026063772551737",,,"1717,0","1675,0"
Caruaru,PE,1,1,0,0,0,"361118,0",0,0,0,0,0,0,1,0,0,0,0,"101,31868253590238","2,641795756511722",,"99,80948055760166","954,0",,"36588,0","36043,0"
Casinhas,PE,1,1,0,0,0,"14341,0",0,0,0,0,0,0,1,0,0,0,0,"8,71626804267485",,,"8,50707760965065",,,"125,0","122,0"
Cedro,PE,1,1,0,0,0,"11807,0",0,0,0,0,0,0,1,0,0,0,0,"11,772677225374778","1,6939103921402556",,"11,51859066655374","20,0",,"139,0","136,0"
Chã de Alegria,PE,0,1,0,0,0,"13518,0",0,0,0,0,0,0,1,0,0,0,0,"12,797751146619323",,,"12,501849386003848",,,"173,0","169,0"
Chã Grande,PE,1,1,0,0,0,"21698,0",0,0,0,0,0,0,1,0,0,0,0,"57,148124251083054","23,04359848833994",,"56,82551387224629","500,0",,"1240,0","1233,0"
Condado,PE,1,1,0,0,0,"26421,0",0,0,0,0,0,0,1,0,0,0,0,"8,515953219030315",,,"8,478104538056849",,,"225,0","224,0"
Correntes,PE,1,1,0,0,0,"18207,0",0,0,0,0,0,0,1,0,0,0,0,"48,00351513154281",,,"48,00351513154281",,,"874,0","874,0"
Cumaru,PE,0,1,0,0,0,"10906,0",0,0,0,0,0,0,1,0,0,0,0,"13,20374105996699",,,"12,745277828718137",,,"144,0","139,0"
Cupira,PE,1,1,0,0,0,"24107,0",0,0,0,0,0,0,1,0,0,0,0,"52,681793669888414",,,"49,61214584975318",,,"1270,0","1196,0"
Custódia,PE,0,1,0,0,0,"37111,0",0,0,0,0,0,0,1,0,0,0,0,"4,068874457707958",,,"4,068874457707958",,,"151,0","151,0"
Dormentes,PE,1,1,0,0,0,"18908,0",0,0,0,0,0,0,1,0,0,0,0,"12,2170509837106","3,4376983287497356",,"12,058387983922149","65,0",,"231,0","228,0"
Escada,PE,0,1,0,0,0,"68875,0",0,0,0,0,0,0,1,0,0,0,0,"7,462794918330308",,,"7,288566243194192",,,"514,0","502,0"
Exu,PE,1,1,0,0,0,"31825,0",0,0,0,0,0,0,1,0,0,0,0,"37,26630007855459",,,"36,57501963864886",,,"1186,0","1164,0"
Feira Nova,PE,0,1,0,0,0,"22131,0",0,0,0,0,0,0,1,0,0,0,0,"16,221589625412317",,,"16,221589625412317",,,"359,0","359,0"
Fernando de Noronha,PE,0,1,0,0,0,"3061,0",0,0,0,0,0,0,1,0,0,0,0,"1199,281280627246","4,900359359686377",,"1195,6876837634761","15,0",,"3671,0","3660,0"
Ferreiros,PE,0,1,0,0,0,"12123,0",0,0,0,0,0,0,1,0,0,0,0,"85,70485853336633",,,"85,62237070032171",,,"1039,0","1038,0"
Flores,PE,0,1,0,0,0,"22624,0",0,0,0,0,0,0,1,0,0,0,0,"25,813295615275813",,,"25,813295615275813",,,"584,0","584,0"
Floresta,PE,1,1,0,0,0,"32873,0",0,0,0,0,0,0,1,0,0,0,0,"44,96091016943997",,,"41,797219602713476",,,"1478,0","1374,0"
Frei Miguelinho,PE,0,1,0,0,0,"15457,0",0,0,0,0,0,0,1,0,0,0,0,"16,238597399236593",,,"15,462250113217312",,,"251,0","239,0"
Garanhuns,PE,0,1,0,0,0,"139788,0",0,0,0,0,0,0,1,0,0,0,0,"91,85337797235813","3,326465791055026",,"91,85337797235813","465,0",,"12840,0","12840,0"
Glória do Goitá,PE,0,1,0,0,0,"30604,0",0,0,0,0,0,0,1,0,0,0,0,"6,502417984577179",,,"6,469742517317998",,,"199,0","198,0"
Goiana,PE,0,1,0,0,0,"79758,0",0,0,0,0,0,0,1,0,0,0,0,"19,62185611474711",,,"18,94480804433411",,,"1565,0","1511,0"
Granito,PE,1,1,0,0,0,"7486,0",0,0,0,0,0,0,1,0,0,0,0,"7,079882447234839","0,8014961261020571",,"6,278386321132781","6,0",,"53,0","47,0"
Gravatá,PE,0,1,0,1,0,"84074,0",0,0,0,0,0,0,1,0,0,0,0,"78,33575183766682","0,07136570164378998",,"71,82957870447463","6,0",,"6586,0","6039,0"
Ibimirim,PE,1,1,0,0,0,"29235,0",0,0,0,0,0,0,1,0,0,0,0,"39,88370104327006","0,6157003591585428",,"39,71267316572602","18,0",,"1166,0","1161,0"
Ibirajuba,PE,0,1,0,0,0,"7762,0",0,0,0,0,0,0,1,0,0,0,0,"18,036588508116466",,,"17,778922958000514",,,"140,0","138,0"
Igarassu,PE,1,1,0,0,0,"117019,0",0,0,0,0,0,0,1,0,0,0,0,"25,132670762867566","0,3503704526615336",,"24,61138789427358","41,0",,"2941,0","2880,0"
Iguaracy,PE,0,1,0,0,0,"12228,0",0,0,0,0,0,0,1,0,0,0,0,"3,2711808963035653",,,"3,2711808963035653",,,"40,0","40,0"
Ilha de Itamaracá,PE,0,1,0,0,0,"26258,0",0,0,0,0,0,0,1,0,0,0,0,"56,59227663950035",,,"55,792520374742935",,,"1486,0","1465,0"
Ingazeira,PE,1,1,0,0,0,"4548,0",0,0,0,0,0,0,1,0,0,0,0,"4,837291116974494",,,"4,837291116974494",,,"22,0","22,0"
Ipojuca,PE,1,1,0,0,0,"96204,0",0,0,0,0,0,0,1,0,0,0,0,"24,624755727412584","0,8523554114174047",,"24,18818344351586","82,0",,"2369,0","2327,0"
Ipubi,PE,0,1,0,0,0,"30854,0",0,0,0,0,0,0,1,0,0,0,0,"7,162766578077397","1,0695533804368964",,"7,033123744085046","33,0",,"221,0","217,0"
Itacuruba,PE,0,1,0,0,0,"4918,0",0,0,0,0,0,0,1,0,0,0,0,"5,286701911346076",,,"5,08336722244815",,,"26,0","25,0"
Itaíba,PE,1,1,0,0,0,"26349,0",0,0,0,0,0,0,1,0,0,0,0,"15,218793882120764",,,"15,218793882120764",,,"401,0","401,0"
Itapetim,PE,1,1,0,0,0,"13616,0",0,0,0,0,0,0,1,0,0,0,0,"28,6427732079906",,,"28,6427732079906",,,"390,0","390,0"
Itapissuma,PE,0,1,0,0,0,"26651,0",0,0,0,0,0,0,1,0,0,0,0,"12,64492889572624",,,"12,23218640951559",,,"337,0","326,0"
Itaquitinga,PE,0,1,0,0,0,"16955,0",0,0,0,0,0,0,1,0,0,0,0,"4,364494249483928",,,"4,364494249483928",,,"74,0","74,0"
Jaboatão dos Guararapes,PE,1,1,0,0,0,"702298,0",0,0,0,0,0,0,1,0,0,0,0,"16,334946133977315","0,4442558572002198",,"15,546107208051282","312,0",,"11472,0","10918,0"
Jataúba,PE,0,1,0,0,0,"17150,0",0,0,0,0,0,0,1,0,0,0,0,"13,877551020408163",,,"13,760932944606415",,,"238,0","236,0"
Jatobá,PE,0,1,0,0,0,"14796,0",0,0,0,0,0,0,1,0,0,0,0,"0,5406866720735334",,,"0,5406866720735334",,,"8,0","8,0"
João Alfredo,PE,0,1,0,0,0,"33822,0",0,0,0,0,0,0,1,0,0,0,0,"16,852935958843354",,,"16,20247176394063",,,"570,0","548,0"
Joaquim Nabuco,PE,0,1,0,0,0,"16023,0",0,0,0,0,0,0,1,0,0,0,0,"5,429694813705299",,,"5,367284528490295",,,"87,0","86,0"
Jucati,PE,1,1,0,0,0,"11424,0",0,0,0,0,0,0,1,0,0,0,0,"11,467086834733893",,,"11,467086834733893",,,"131,0","131,0"
Jupi,PE,0,1,0,0,0,"14836,0",0,0,0,0,0,0,1,0,0,0,0,"0,6066325155028309",,,"0,6066325155028309",,,"9,0","9,0"
Jurema,PE,0,1,0,0,0,"15378,0",0,0,0,0,0,0,1,0,0,0,0,"43,69879047990636",,,"43,69879047990636",,,"672,0","672,0"
Lagoa de Itaenga,PE,0,1,0,0,0,"21429,0",0,0,0,0,0,0,1,0,0,0,0,"12,039759204815905",,,"11,993093471463904",,,"258,0","257,0"
Lagoa do Carro,PE,1,1,0,0,0,"18071,0",0,0,0,0,0,0,1,0,0,0,0,"15,549775884013059",,,"15,494438603287033",,,"281,0","280,0"
Lagoa do Ouro,PE,1,1,0,0,0,"13145,0",0,0,0,0,0,0,1,0,0,0,0,"11,182959300114112",,,"11,182959300114112",,,"147,0","147,0"
Lagoa dos Gatos,PE,0,1,0,0,0,"16290,0",0,0,0,0,0,0,1,0,0,0,0,"35,29772866789441",,,"35,29772866789441",,,"575,0","575,0"
Lagoa Grande,PE,1,1,0,0,0,"25601,0",0,0,0,0,0,0,1,0,0,0,0,"14,725987266122416","4,296707159876567",,"14,257255575954064","110,0",,"377,0","365,0"
Lajedo,PE,1,1,0,0,0,"40288,0",0,0,0,0,0,0,1,0,0,0,0,"64,28713264495632",,,"64,28713264495632",,,"2590,0","2590,0"
Limoeiro,PE,0,1,0,0,0,"56250,0",0,0,0,0,0,0,1,0,0,0,0,"96,07111111111111",,,"95,62666666666667",,,"5404,0","5379,0"
Macaparana,PE,1,1,0,0,0,"25376,0",0,0,0,0,0,0,1,0,0,0,0,"14,89596469104666",,,"14,817150063051702",,,"378,0","376,0"
Machados,PE,1,1,0,0,0,"16088,0",0,0,0,0,0,0,1,0,0,0,0,"4,04027846842367",,,"3,5430134261561412",,,"65,0","57,0"
Manari,PE,0,1,0,0,0,"21434,0",0,0,0,0,0,0,1,0,0,0,0,"10,310721283941401",,,"10,310721283941401",,,"221,0","221,0"
Maraial,PE,0,1,0,0,0,"11345,0",0,0,0,0,0,0,1,0,0,0,0,"12,780960775672103",,,"12,780960775672103",,,"145,0","145,0"
Mirandiba,PE,0,1,0,0,0,"15390,0",0,0,0,0,0,0,1,0,0,0,0,"9,35672514619883",,,"9,03183885640026",,,"144,0","139,0"
Moreilândia,PE,1,1,0,0,0,"11270,0",0,0,0,0,0,0,1,0,0,0,0,"80,83407275953859",,,"80,21295474711623",,,"911,0","904,0"
Moreno,PE,1,1,0,0,0,"62784,0",0,0,0,0,0,0,1,0,0,0,0,"59,48967889908257","5,526885830784914",,"57,89691641182467","347,0",,"3735,0","3635,0"
Nazaré da Mata,PE,0,1,0,0,0,"32471,0",0,0,0,0,0,0,1,0,0,0,0,"22,974346339810907","5,758984940408364",,"22,789566074343263","187,0",,"746,0","740,0"
Olinda,PE,1,1,0,0,0,"392482,0",0,0,0,0,0,0,1,0,0,0,0,"80,68140704541864","0,0048868483140628105",,"78,4163350166377","1,918",,"31666,0","30777,0"
Orobó,PE,0,1,0,0,0,"23884,0",0,0,0,0,0,0,1,0,0,0,0,"32,11354881929325",,,"31,401775247027302",,,"767,0","750,0"
Orocó,PE,0,1,0,0,0,"14991,0",0,0,0,0,0,0,1,0,0,0,0,"13,608164898939362",,,"13,408044826896138",,,"204,0","201,0"
Ouricuri,PE,0,1,0,0,0,"69459,0",0,0,0,0,0,0,1,0,0,0,0,"25,35308599317583",,,"25,295498063605866",,,"1761,0","1757,0"
Palmeirina,PE,1,1,0,0,0,"7693,0",0,0,0,0,0,0,1,0,0,0,0,"11,958923696867283",,,"11,958923696867283",,,"92,0","92,0"
Panelas,PE,1,1,0,0,0,"26474,0",0,0,0,0,0,0,1,0,0,0,0,"44,83644330286319",,,"44,83644330286319",,,"1187,0","1187,0"
Paranatama,PE,1,1,0,0,0,"11523,0",0,0,0,0,0,0,1,0,0,0,0,"3,9052330122363967",,,"3,9052330122363967",,,"45,0","45,0"
Parnamirim,PE,1,1,0,0,0,"22010,0",0,0,0,0,0,0,1,0,0,0,0,"16,492503407542028","3,634711494775102",,"16,447069513857336","80,0",,"363,0","362,0"
Passira,PE,1,1,0,0,0,"28933,0",0,0,0,0,0,0,1,0,0,0,0,"12,926416202951646",,,"12,753603152110047",,,"374,0","369,0"
Paudalho,PE,0,1,0,0,0,"56506,0",0,0,0,0,0,0,1,0,0,0,0,"15,007255866633631",,,"14,564824974339007",,,"848,0","823,0"
Paulista,PE,1,1,0,0,0,"331774,0",0,0,0,0,0,0,1,0,0,0,0,"48,46069915062663","0,0030924665585609482",,"45,72992458721901","1,026",,"16078,0","15172,0"
Pedra,PE,0,1,0,0,0,"22617,0",0,0,0,0,0,0,1,0,0,0,0,"9,594552770040236",,,"9,594552770040236",,,"217,0","217,0"
Pesqueira,PE,1,1,0,0,0,"67395,0",0,0,0,0,0,0,1,0,0,0,0,"14,689517026485644",,,"14,585651754581201",,,"990,0","983,0"
Petrolândia,PE,0,1,0,0,0,"36548,0",0,0,0,0,0,0,1,0,0,0,0,"22,217357994965525",,,"22,217357994965525",,,"812,0","812,0"
Petrolina,PE,1,1,0,0,0,"349145,0",0,0,0,0,0,0,1,0,0,0,0,"77,36327313866731","0,02262383823339873",,"74,55928052814734","7,899",,"27011,0","26032,0"
Pombos,PE,0,1,0,0,0,"27091,0",0,0,0,0,0,0,1,0,0,0,0,"19,932819017385846",,,"17,275109815067736",,,"540,0","468,0"
Primavera,PE,0,1,0,0,0,"14966,0",0,0,0,0,0,0,1,0,0,0,0,"6,681812107443539",,,"6,681812107443539",,,"100,0","100,0"
Quipapá,PE,0,1,0,0,0,"26037,0",0,0,0,0,0,0,1,0,0,0,0,"14,517801590044936",,,"14,517801590044936",,,"378,0","378,0"
Quixaba,PE,1,1,0,0,0,"6813,0",0,0,0,0,0,0,1,0,0,0,0,"16,145603992367533",,,"16,145603992367533",,,"110,0","110,0"
Recife,PE,0,1,0,0,0,"1645727,0",0,0,0,0,0,0,1,0,0,0,0,"29,0886641587578","0,003842678645972266",,"28,020443244839516","6,324",,"47872,0","46114,0"
Riacho das Almas,PE,1,1,0,0,0,"20546,0",0,0,0,0,0,0,1,0,0,0,0,"116,12966027450598","18,981796943443978",,"111,5058892241799","390,0",,"2386,0","2291,0"
Ribeirão,PE,0,1,0,0,0,"47415,0",0,0,0,0,0,0,1,0,0,0,0,"14,742170199304018",,,"14,721079827058947",,,"699,0","698,0"
Rio Formoso,PE,1,1,0,0,0,"23535,0",0,0,0,0,0,0,1,0,0,0,0,"15,678776290630976","4,928829403016783",,"15,678776290630976","116,0",,"369,0","369,0"
Sairé,PE,0,1,0,0,0,"9932,0",0,0,0,0,0,0,1,0,0,0,0,"12,887635924285139",,,"11,578735400724929",,,"128,0","115,0"
Salgadinho,PE,0,1,0,0,0,"10919,0",0,0,0,0,0,0,1,0,0,0,0,"5,769759135451964",,,"5,678175657111457",,,"63,0","62,0"
Salgueiro,PE,1,1,0,0,0,"60930,0",0,0,0,0,0,0,1,0,0,0,0,"66,71590349581487","9,486295749220417",,"66,23994748071557","578,0",,"4065,0","4036,0"
Saloá,PE,0,1,0,0,0,"15843,0",0,0,0,0,0,0,1,0,0,0,0,"17,862778514170294",,,"17,862778514170294",,,"283,0","283,0"
Sanharó,PE,1,1,0,0,0,"26462,0",0,0,0,0,0,0,1,0,0,0,0,"9,863200060464061",,,"4,459224548409039",,,"261,0","118,0"
Santa Cruz,PE,1,1,0,0,0,"15398,0",0,0,0,0,0,0,1,0,0,0,0,"25,19807767242499",,,"25,068190674113524",,,"388,0","386,0"
Santa Cruz do Capibaribe,PE,1,1,0,1,0,"107937,0",0,0,0,0,0,0,1,0,0,0,0,"130,04808360432475",,,"128,56573742090293",,,"14037,0","13877,0"
Santa Filomena,PE,1,1,0,0,0,"14477,0",0,0,0,0,0,0,1,0,0,0,0,"4,835255923188506",,,"4,835255923188506",,,"70,0","70,0"
Santa Maria da Boa Vista,PE,0,1,0,0,0,"41931,0",0,0,0,0,0,0,1,0,0,0,0,"18,506594166607044",,,"18,363501943669363",,,"776,0","770,0"
Santa Maria do Cambucá,PE,1,1,0,0,0,"14137,0",0,0,0,0,0,0,1,0,0,0,0,"6,437009266463889",,,"5,871118341939591",,,"91,0","83,0"
Santa Terezinha,PE,0,1,0,0,0,"11815,0",0,0,0,0,0,0,1,0,0,0,0,"30,892932712653405",,,"30,892932712653405",,,"365,0","365,0"
São Benedito do Sul,PE,0,1,0,0,0,"15895,0",0,0,0,0,0,0,1,0,0,0,0,"16,294432211387228",,,"16,294432211387228",,,"259,0","259,0"
São Bento do Una,PE,1,1,0,0,0,"59504,0",0,0,0,0,0,0,1,0,0,0,0,"16,133369185264858","2,6888948642108095",,"15,360311911804247","160,0",,"960,0","914,0"
São Caitano,PE,1,1,0,0,0,"37245,0",0,0,0,0,0,0,1,0,0,0,0,"52,43656866693516",,,"49,64424755000671",,,"1953,0","1849,0"
São João,PE,0,1,0,0,0,"22793,0",0,0,0,0,0,0,1,0,0,0,0,"55,98209976747247",,,"55,98209976747247",,,"1276,0","1276,0"
São Joaquim do Monte,PE,1,1,0,0,0,"21356,0",0,0,0,0,0,0,1,0,0,0,0,"61,20059936317662","0,051507772991196854",,"61,153774115002804","1,1",,"1307,0","1306,0"
São José da Coroa Grande,PE,0,1,0,0,0,"21298,0",0,0,0,0,0,0,1,0,0,0,0,"6,338623344915016",,,"5,869095689736126",,,"135,0","125,0"
São José do Belmonte,PE,1,1,0,0,0,"33959,0",0,0,0,0,0,0,1,0,0,0,0,"22,96887423068995","14,723637327365353",,"22,909979681380488","500,0",,"780,0","778,0"
São José do Egito,PE,1,1,0,0,0,"33951,0",0,0,0,0,0,0,1,0,0,0,0,"37,4952136903184","0,02945421342523048",,"37,4952136903184","1,0",,"1273,0","1273,0"
São Lourenço da Mata,PE,1,1,0,0,0,"113230,0",0,0,0,0,0,0,1,0,0,0,0,"57,2463128146251","0,3532632694515588",,"55,29453325090523","40,0",,"6482,0","6261,0"
São Vicente Ferrer,PE,1,1,0,0,0,"18018,0",0,0,0,0,0,0,1,0,0,0,0,"6,937506937506938",,,"6,937506937506938",,,"125,0","125,0"
Serra Talhada,PE,1,1,0,0,0,"86350,0",0,0,0,0,0,0,1,0,0,0,0,"46,29994209612044",,,"46,18413433700058",,,"3998,0","3988,0"
Serrita,PE,1,1,0,0,0,"19165,0",0,0,0,0,0,0,1,0,0,0,0,"14,975215236107488","4,6960605270023486",,"14,975215236107488","90,0",,"287,0","287,0"
Sertânia,PE,1,1,0,0,0,"35907,0",0,0,0,0,0,0,1,0,0,0,0,"60,18325117665079",,,"60,18325117665079",,,"2161,0","2161,0"
Sirinhaém,PE,0,1,0,0,0,"45865,0",0,0,0,0,0,0,1,0,0,0,0,"11,686471165376648","1,591627602747193",,"11,664668047530796","73,0",,"536,0","535,0"
Solidão,PE,1,1,0,0,0,"6007,0",0,0,0,0,0,0,1,0,0,0,0,"4,494756117862494","4,16181122024305",,"4,494756117862494","25,0",,"27,0","27,0"
Surubim,PE,0,1,0,0,0,"65089,0",0,0,0,0,0,0,1,0,0,0,0,"49,53217901642366","0,18436294919264393",,"48,210911213876386","12,0",,"3224,0","3138,0"
Tabira,PE,0,1,0,0,0,"28534,0",0,0,0,0,0,0,1,0,0,0,0,"17,838368262423774",,,"17,59304689142777",,,"509,0","502,0"
Tacaimbó,PE,1,1,0,0,0,"12874,0",0,0,0,0,0,0,1,0,0,0,0,"50,80006214074879","5,51499145564704",,"47,77070063694268","71,0",,"654,0","615,0"
Tacaratu,PE,0,1,0,0,0,"25765,0",0,0,0,0,0,0,1,0,0,0,0,"20,14360566660198",,,"20,06598098195226",,,"519,0","517,0"
Tamandaré,PE,0,1,0,0,0,"23388,0",0,0,0,0,0,0,1,0,0,0,0,"35,70206943731828","6,841115101761587",,"35,3600136822302","160,0",,"835,0","827,0"
Taquaritinga do Norte,PE,1,1,0,0,0,"28775,0",0,0,0,0,0,0,1,0,0,0,0,"12,059079061685491",,,"11,920069504778454",,,"347,0","343,0"
Terezinha,PE,1,1,0,0,0,"7169,0",0,0,0,0,0,0,1,0,0,0,0,"43,241735248988704",,,"43,241735248988704",,,"310,0","310,0"
Terra Nova,PE,1,1,0,0,0,"10096,0",0,0,0,0,0,0,1,0,0,0,0,"109,05309033280507",,,"106,37876386687797",,,"1101,0","1074,0"
Timbaúba,PE,0,1,0,0,0,"53022,0",0,0,0,0,0,0,1,0,0,0,0,"15,93678095884727",,,"15,93678095884727",,,"845,0","845,0"
Toritama,PE,1,1,0,0,0,"45219,0",0,0,0,0,0,0,1,0,0,0,0,"53,959618744333135",,,"52,500055286494614",,,"2440,0","2374,0"
Tracunhaém,PE,1,1,0,0,0,"13769,0",0,0,0,0,0,0,1,0,0,0,0,"9,296245188466846",,,"8,86048369525746",,,"128,0","122,0"
Trindade,PE,1,1,0,0,0,"30521,0",0,0,0,0,0,0,1,0,0,0,0,"51,374463484158454",,,"50,65364830772255",,,"1568,0","1546,0"
Triunfo,PE,1,1,0,0,0,"15254,0",0,0,0,0,0,0,1,0,0,0,0,"16,45470040645077",,,"16,45470040645077",,,"251,0","251,0"
Tupanatinga,PE,0,1,0,0,0,"27304,0",0,0,0,0,0,0,1,0,0,0,0,"14,10049809551714",,,"14,10049809551714",,,"385,0","385,0"
Tuparetama,PE,0,1,0,0,0,"8202,0",0,0,0,0,0,0,1,0,0,0,0,"51,207022677395756",,,"51,207022677395756",,,"420,0","420,0"
Venturosa,PE,1,1,0,0,0,"18482,0",0,0,0,0,0,0,1,0,0,0,0,"16,39432961800671","0,10821339681852614",,"16,39432961800671","2,0",,"303,0","303,0"
Verdejante,PE,1,1,0,0,0,"9534,0",0,0,0,0,0,0,1,0,0,0,0,"18,879798615481437",,,"18,14558422487938",,,"180,0","173,0"
Vertente do Lério,PE,1,1,0,0,0,"7618,0",0,0,0,0,0,0,1,0,0,0,0,"6,563402467839328",,,"6,563402467839328",,,"50,0","50,0"
Vertentes,PE,1,1,0,0,0,"20731,0",0,0,0,0,0,0,1,0,0,0,0,"11,432154744103034",,,"10,901548405769137",,,"237,0","226,0"
Vicência,PE,0,1,0,0,0,"32643,0",0,0,0,0,0,0,1,0,0,0,0,"7,873050883803572",,,"7,873050883803572",,,"257,0","257,0"
Vitória de Santo Antão,PE,0,1,0,0,0,"138757,0",0,0,0,0,0,0,1,0,0,0,0,"43,52212861333122","1,4774029418335652",,"42,830271625935985","205,0",,"6039,0","5943,0"
Agricolândia,PI,1,1,0,0,0,"5139,0",0,0,0,0,0,0,0,0,0,0,0,"218,71959525199455",,,"174,35298696244405",,,"1124,0","896,0"
Água Branca,PI,1,1,0,0,0,"17411,0",0,0,0,0,0,0,0,0,0,0,0,"308,8277525702142",,,"291,5398311412325",,,"5377,0","5076,0"
Alagoinha do Piauí,PI,1,1,0,0,0,"7651,0",0,0,0,0,0,0,0,0,0,0,0,"84,82551300483597",,,"77,11410273166906",,,"649,0","590,0"
Alto Longá,PI,0,1,0,0,0,"14304,0",0,0,0,0,0,0,0,0,0,0,0,"73,96532438478748",,,"73,40604026845638",,,"1058,0","1050,0"
Altos,PI,0,1,0,0,0,"40524,0",0,0,0,0,0,0,0,0,0,0,0,"184,90277366498864",,,"171,7500740302043",,,"7493,0","6960,0"
Alvorada do Gurguéia,PI,1,0,0,0,0,"5419,0",0,0,0,0,0,0,0,0,0,0,0,"4,059789629082856",,"0,7381435689241558","4,059789629082856",,"4,0","22,0","22,0"
Amarante,PI,1,1,0,0,0,"17598,0",0,0,0,0,0,0,0,0,0,0,0,"145,6983748153199",,,"136,72008182748039",,,"2564,0","2406,0"
Angical do Piauí,PI,0,1,0,0,0,"6788,0",0,0,0,0,0,0,0,0,0,0,0,"114,31938715380083",,,"95,60989982321743",,,"776,0","649,0"
Anísio de Abreu,PI,1,1,0,0,0,"9880,0",0,0,0,0,0,0,0,0,0,0,0,"181,57894736842107",,,"153,6437246963563",,,"1794,0","1518,0"
Antônio Almeida,PI,1,1,0,0,0,"3164,0",0,0,0,0,0,0,0,0,0,0,0,"43,931731984829334",,,"31,605562579013903",,,"139,0","100,0"
Avelino Lopes,PI,0,1,0,1,0,"11289,0",0,0,0,0,0,0,0,0,0,0,0,"70,86544423775356",,,"65,90486314111081",,,"800,0","744,0"
Baixa Grande do Ribeiro,PI,1,1,0,0,0,"11586,0",0,0,0,0,0,0,0,0,0,0,0,"68,87622993267736",,,"58,08734679785948",,,"798,0","673,0"
Barras,PI,0,1,0,0,0,"47066,0",0,0,0,0,0,0,0,0,0,0,0,"141,82212212637575",,,"136,53167891896487",,,"6675,0","6426,0"
Barreiras do Piauí,PI,0,1,0,0,0,"3348,0",0,0,0,0,0,0,0,0,0,0,0,"82,73596176821984",,,"66,60692951015531",,,"277,0","223,0"
Barro Duro,PI,0,1,0,0,0,"7032,0",0,0,0,0,0,0,0,0,0,0,0,"219,99431171786122",,,"194,8236632536974",,,"1547,0","1370,0"
Batalha,PI,0,1,0,0,0,"26857,0",0,0,0,0,0,0,0,0,0,0,0,"120,67617380943516",,,"116,80381278623823",,,"3241,0","3137,0"
Belém do Piauí,PI,1,1,0,0,0,"3566,0",0,0,0,0,0,0,0,0,0,0,0,"160,964666292765",,,"137,40886146943353",,,"574,0","490,0"
Bom Jesus,PI,1,1,0,0,0,"25179,0",0,0,0,0,0,0,0,0,0,0,0,"454,0688669129036",,,"401,48536478811707",,,"11433,0","10109,0"
Buriti dos Lopes,PI,1,1,0,0,0,"19781,0",0,0,0,0,0,0,0,0,0,0,0,"259,5419847328244",,,"258,9858955563419",,,"5134,0","5123,0"
Cabeceiras do Piauí,PI,1,1,0,0,0,"10586,0",0,0,0,0,0,0,0,0,0,0,0,"41,469865860570565",,,"30,228603816361233",,,"439,0","320,0"
Canto do Buriti,PI,1,1,0,0,0,"21187,0",0,0,0,0,0,0,0,0,0,0,0,"198,5179591258791",,,"157,50224194081278",,,"4206,0","3337,0"
Capitão de Campos,PI,0,1,0,0,0,"11417,0",0,0,0,0,0,0,0,0,0,0,0,"42,3929228343698",,,"31,882280809319436",,,"484,0","364,0"
