Município,Estado,Administração pública direta,Sociedade de economia mista com administração pública,Empresa privada,Empresa pública,Organização social,POPULAÇÃO ESTIMADA,sabesp,cedae,copasa,sanepar,corsan,embasa,compesa,saneago,caesb,cagece,brk,Reclamacoes a cada 1000 habitantes,Extravasamentos de esgotos registrados a cada 1000 habitantes,Quantidade de interrupções sistemáticas a cada 1000 habitantes,Quantidade de serviços executados a cada 1000 habitantes,QD011 - Quantidades de extravasamentos de esgotos registrados,QD021 - Quantidade de interrupções sistemáticas,QD023 - Quantidade de reclamações ou solicitações de serviços,QD024 - Quantidade de serviços executados
Guareí,SP,1,1,0,0,0,"18520,0",1,0,0,0,0,0,0,0,0,0,0,"117,170626349892",,,"117,06263498920086",,,"2170,0","2168,0"
Guariba,SP,1,1,0,0,0,"40105,0",1,0,0,0,0,0,0,0,0,0,0,"119,93517017828201",,,"119,86036653783817",,,"4810,0","4807,0"
Guarujá,SP,1,1,0,0,0,"320459,0",1,0,0,0,0,0,0,0,0,0,0,"60,95943630854493","0,065531003966186","0,012482095993559239","60,95007473654976","21,0","4,0","19535,0","19532,0"
Guarulhos,SP,1,1,0,0,0,"1379182,0",1,0,0,0,0,0,0,0,0,0,0,"149,22106001963485","0,006258782379700431",,"29,129585507931512","8,632",,"205803,0","40175,0"
Guzolândia,SP,0,1,0,1,0,"5267,0",1,0,0,0,0,0,0,0,0,0,0,"212,26504651604327",,,"212,26504651604327",,,"1118,0","1118,0"
Holambra,SP,1,0,1,0,0,"14930,0",0,0,0,0,0,0,0,0,0,0,0,"448,89484259879436","6,162089752176825",,"448,89484259879436","92,0",,"6702,0","6702,0"
Hortolândia,SP,1,1,0,0,0,"230851,0",1,0,0,0,0,0,0,0,0,0,0,"121,83183092124357",,,"121,8101719290798",,,"28125,0","28120,0"
Iacri,SP,1,1,0,0,0,"6321,0",1,0,0,0,0,0,0,0,0,0,0,"173,54848916310712",,,"173,39028634709697",,,"1097,0","1096,0"
Iaras,SP,1,1,0,0,0,"9240,0",1,0,0,0,0,0,0,0,0,0,0,"70,12987012987013",,"0,21645021645021645","69,91341991341992",,"2,0","648,0","646,0"
Ibaté,SP,1,0,0,0,0,"35104,0",0,0,0,0,0,0,0,0,0,0,0,"6,267092069279855","0,1709206927985415","0,028486782133090246","6,267092069279855","6,0","1,0","220,0","220,0"
Ibirá,SP,1,1,0,0,0,"12393,0",1,0,0,0,0,0,0,0,0,0,0,"285,8065036714274",,,"285,8065036714274",,,"3542,0","3542,0"
Ibiúna,SP,1,1,0,0,0,"78878,0",1,0,0,0,0,0,0,0,0,0,0,"65,63300286518421",,"0,012677806232409545","65,63300286518421",,"1,0","5177,0","5177,0"
Icém,SP,1,1,0,0,0,"8243,0",1,0,0,0,0,0,0,0,0,0,0,"175,05762465121921",,,"174,93630959602086",,,"1443,0","1442,0"
Igaraçu do Tietê,SP,1,0,0,0,0,"24674,0",0,0,0,0,0,0,0,0,0,0,0,"1147,9695225743699","11,591148577449948","0,24317094917727164","1138,0400421496313","286,0","6,0","28325,0","28080,0"
Igarapava,SP,1,1,0,0,0,"30432,0",1,0,0,0,0,0,0,0,0,0,0,"157,3015247108307",,,"157,3015247108307",,,"4787,0","4787,0"
Igaratá,SP,1,1,0,0,0,"9534,0",1,0,0,0,0,0,0,0,0,0,0,"100,1678204321376",,,"100,1678204321376",,,"955,0","955,0"
Iguape,SP,1,1,0,0,0,"30857,0",1,0,0,0,0,0,0,0,0,0,0,"113,49126616326929",,,"113,45885860582689",,,"3502,0","3501,0"
Ilhabela,SP,0,1,0,0,0,"34970,0",1,0,0,0,0,0,0,0,0,0,0,"202,03031169573921",,,"202,03031169573921",,,"7065,0","7065,0"
Ilha Comprida,SP,1,1,0,0,0,"11166,0",1,0,0,0,0,0,0,0,0,0,0,"312,2873007343722",,,"312,19774314884467",,,"3487,0","3486,0"
Indaiatuba,SP,1,0,0,0,0,"251627,0",0,0,0,0,0,0,0,0,0,0,0,"238,20973107019518","1,7366975722001217",,"200,87272033605296","437,0",,"59940,0","50545,0"
Indiaporã,SP,1,1,0,0,0,"3897,0",1,0,0,0,0,0,0,0,0,0,0,"111,36771875801898",,,"111,1111111111111",,,"434,0","433,0"
Inúbia Paulista,SP,1,1,0,0,0,"3991,0",1,0,0,0,0,0,0,0,0,0,0,"187,67226259082938",,"0,2505637684790779","187,67226259082938",,"1,0","749,0","749,0"
Iperó,SP,0,1,0,0,0,"37133,0",1,0,0,0,0,0,0,0,0,0,0,"114,50731155575902",,,"114,42652088438855",,,"4252,0","4249,0"
Iporanga,SP,1,1,0,0,0,"4218,0",1,0,0,0,0,0,0,0,0,0,0,"83,21479374110953",,,"83,21479374110953",,,"351,0","351,0"
Ipuã,SP,1,0,0,0,0,"16409,0",0,0,0,0,0,0,0,0,0,0,0,"122,49375342799684",,,"122,49375342799684",,,"2010,0","2010,0"
Irapuã,SP,1,1,0,0,0,"7993,0",1,0,0,0,0,0,0,0,0,0,0,"125,10947078693857",,,"125,10947078693857",,,"1000,0","1000,0"
Itaberá,SP,0,1,0,0,0,"17556,0",1,0,0,0,0,0,0,0,0,0,0,"119,67418546365914",,,"119,67418546365914",,,"2101,0","2101,0"
Itaí,SP,1,1,0,0,0,"27125,0",1,0,0,0,0,0,0,0,0,0,0,"149,23502304147465",,,"149,19815668202764",,,"4048,0","4047,0"
Itanhaém,SP,1,1,0,0,0,"101816,0",1,0,0,0,0,0,0,0,0,0,0,"218,40378722401195","0,029464917105366546","0,06875147324585527","218,35467902883636","3,0","7,0","22237,0","22232,0"
Itaóca,SP,1,1,0,0,0,"3328,0",1,0,0,0,0,0,0,0,0,0,0,"146,93509615384613",,,"146,6346153846154",,,"489,0","488,0"
Itapecerica da Serra,SP,1,1,0,0,0,"175693,0",1,0,0,0,0,0,0,0,0,0,0,"197,45237431201016","2,5442106401507174",,"28,009084027252083","447,0",,"34691,0","4921,0"
Itapetininga,SP,1,1,0,0,0,"163901,0",1,0,0,0,0,0,0,0,0,0,0,"172,53708031067535",,,"172,52487782258802",,,"28279,0","28277,0"
Itapeva,SP,1,1,0,0,0,"94354,0",1,0,0,0,0,0,0,0,0,0,0,"199,16484727727493",,,"199,16484727727493",,,"18792,0","18792,0"
Itapevi,SP,1,1,0,0,0,"237700,0",1,0,0,0,0,0,0,0,0,0,0,"161,5061001262095","0,0055237694572991165",,"29,99158603281447","1,313",,"38390,0","7129,0"
Itapira,SP,1,0,0,0,0,"74773,0",0,0,0,0,0,0,0,0,0,0,0,"314,28456795902264","0,7890548727481844",,"313,58912976609207","59,0",,"23500,0","23448,0"
Itapirapuã Paulista,SP,1,1,0,0,0,"4241,0",1,0,0,0,0,0,0,0,0,0,0,"108,46498467342607",,,"108,46498467342607",,,"460,0","460,0"
Itápolis,SP,1,0,0,0,0,"43120,0",0,0,0,0,0,0,0,0,0,0,0,"132,1660482374768","0,3246753246753247","0,5102040816326531","131,4935064935065","14,0","22,0","5699,0","5670,0"
Itaporanga,SP,0,1,0,0,0,"15149,0",1,0,0,0,0,0,0,0,0,0,0,"147,73252359891742",,"0,19803287345699386","147,73252359891742",,"3,0","2238,0","2238,0"
Itapuí,SP,1,0,0,0,0,"13992,0",0,0,0,0,0,0,0,0,0,0,0,"14,29388221841052","0,5717552887364208","0,1429388221841052","14,29388221841052","8,0","2,0","200,0","200,0"
Itaquaquecetuba,SP,1,1,0,0,0,"370821,0",1,0,0,0,0,0,0,0,0,0,0,"158,14908001434654","0,008785910183080246",,"28,57173676787453","3,258",,"58645,0","10595,0"
Itararé,SP,1,1,0,0,0,"50503,0",1,0,0,0,0,0,0,0,0,0,0,"213,76947904084906",,,"213,76947904084906",,,"10796,0","10796,0"
Itariri,SP,0,1,0,1,0,"17436,0",1,0,0,0,0,0,0,0,0,0,0,"51,67469603119982",,,"51,67469603119982",,,"901,0","901,0"
Itatiba,SP,1,1,0,0,0,"120858,0",1,0,0,0,0,0,0,0,0,0,0,"140,89261778285262",,,"140,86779526386337",,,"17028,0","17025,0"
Itatinga,SP,1,1,0,0,0,"20697,0",1,0,0,0,0,0,0,0,0,0,0,"115,52398898391071",,,"115,47567280282168",,,"2391,0","2390,0"
Itirapuã,SP,1,1,0,0,0,"6499,0",1,0,0,0,0,0,0,0,0,0,0,"80,16617941221726",,,"80,16617941221726",,,"521,0","521,0"
Itobi,SP,1,1,0,0,0,"7841,0",1,0,0,0,0,0,0,0,0,0,0,"206,35123071036855",,,"206,35123071036855",,,"1618,0","1618,0"
Itu,SP,1,0,0,0,0,"173939,0",0,0,0,0,0,0,0,0,0,0,0,"69,71984431323625","0,012498634578789115","0,5691650521159717","63,487774449663384","2,174","99,0","12127,0","11043,0"
Itupeva,SP,1,1,0,0,0,"61252,0",1,0,0,0,0,0,0,0,0,0,0,"119,01652190948866",,"1,3224057989943185","118,95121791941487",,"81,0","7290,0","7286,0"
Ituverava,SP,1,0,0,0,0,"41824,0",0,0,0,0,0,0,0,0,0,0,0,"11,954858454475898",,,"11,954858454475898",,,"500,0","500,0"
Jaborandi,SP,1,1,0,0,0,"6929,0",1,0,0,0,0,0,0,0,0,0,0,"276,6632991773705",,,"276,51897820753356",,,"1917,0","1916,0"
Jaboticabal,SP,0,0,0,0,0,"77263,0",0,0,0,0,0,0,0,0,0,0,0,"210,57944941304376","0,03192990176410442",,"208,37917243700088","2,467",,"16270,0","16100,0"
Jacareí,SP,1,0,0,0,0,"233662,0",0,0,0,0,0,0,0,0,0,0,0,"425,36655510951715","0,015479624414752934","0,3980108019275706","281,10689799796285","3,617","93,0","99392,0","65684,0"
Jacupiranga,SP,0,1,0,1,0,"17866,0",1,0,0,0,0,0,0,0,0,0,0,"92,69002574722937",,,"92,69002574722937",,,"1656,0","1656,0"
Jales,SP,1,1,0,0,0,"49107,0",1,0,0,0,0,0,0,0,0,0,0,"168,1430345979188",,"0,02036369560347812","168,10230720671188",,"1,0","8257,0","8255,0"
Jambeiro,SP,1,1,0,0,0,"6602,0",1,0,0,0,0,0,0,0,0,0,0,"116,32838533777644",,"0,1514692517418964","116,32838533777644",,"1,0","768,0","768,0"
Jandira,SP,1,1,0,0,0,"124937,0",1,0,0,0,0,0,0,0,0,0,0,"163,3943507527794","3,577803212819261",,"29,118675812609556","447,0",,"20414,0","3638,0"
Jarinu,SP,1,1,0,0,0,"30044,0",1,0,0,0,0,0,0,0,0,0,0,"167,6541073092797",,"0,06656903208627346","167,6541073092797",,"2,0","5037,0","5037,0"
Jaú,SP,0,0,1,0,0,"150252,0",0,0,0,0,0,0,0,0,0,0,0,"313,0540691638048","6,475787343928866",,"239,723930463488","973,0",,"47037,0","36019,0"
Jeriquara,SP,1,1,0,0,0,"3159,0",1,0,0,0,0,0,0,0,0,0,0,"118,07534029756252",,,"118,07534029756252",,,"373,0","373,0"
Joanópolis,SP,1,1,0,0,0,"13220,0",1,0,0,0,0,0,0,0,0,0,0,"242,28441754916793","6,127080181543117",,"23,978819969742812","81,0",,"3203,0","317,0"
Jundiaí,SP,0,1,0,1,0,"418962,0",0,0,0,0,0,0,0,0,0,0,0,"716,9528501391535","0,013282827559540007",,"694,3851709701596","5,565",,"300376,0","290921,0"
Juquiá,SP,1,1,0,0,0,"18812,0",1,0,0,0,0,0,0,0,0,0,0,"87,07208165001065",,,"87,07208165001065",,,"1638,0","1638,0"
Juquitiba,SP,0,1,0,0,0,"31444,0",1,0,0,0,0,0,0,0,0,0,0,"85,42170207352754",,,"85,42170207352754",,,"2686,0","2686,0"
Lagoinha,SP,0,1,0,1,0,"4896,0",1,0,0,0,0,0,0,0,0,0,0,"120,09803921568628",,,"119,89379084967321",,,"588,0","587,0"
Laranjal Paulista,SP,0,1,0,0,0,"28516,0",1,0,0,0,0,0,0,0,0,0,0,"222,64693505400476",,"3,9276195819890587","222,5767989900407",,"112,0","6349,0","6347,0"
Lavínia,SP,1,0,0,0,0,"11980,0",0,0,0,0,0,0,0,0,0,0,0,"8,347245409015025",,"0,08347245409015025","8,347245409015025",,"1,0","100,0","100,0"
Lavrinhas,SP,1,1,0,0,0,"7260,0",1,0,0,0,0,0,0,0,0,0,0,"267,07988980716254",,,"266,6666666666667",,,"1939,0","1936,0"
Leme,SP,0,0,0,0,0,"103391,0",0,0,0,0,0,0,0,0,0,0,0,"294,9676470872706","0,4062249131936048",,"285,8952906926135","42,0",,"30497,0","29559,0"
Lençóis Paulista,SP,1,0,0,0,0,"68432,0",0,0,0,0,0,0,0,0,0,0,0,"65,94867898059388","9,761515080664017","0,1315174187514613","65,94867898059388","668,0","9,0","4513,0","4513,0"
Limeira,SP,1,0,1,0,0,"306114,0",0,0,0,0,0,0,0,0,0,0,1,"178,72099936624917","1,1760324584958544",,"178,72099936624917","360,0",,"54709,0","54709,0"
Lins,SP,1,1,0,0,0,"78013,0",1,0,0,0,0,0,0,0,0,0,0,"196,24934305820824",,,"196,1724327996616",,,"15310,0","15304,0"
Lorena,SP,1,1,0,0,0,"88706,0",1,0,0,0,0,0,0,0,0,0,0,"152,61650846616914","0,05636597298942574","0,0225463891957703","152,61650846616914","5,0","2,0","13538,0","13538,0"
Lourdes,SP,1,1,0,0,0,"2289,0",1,0,0,0,0,0,0,0,0,0,0,"217,12538226299694",,,"217,12538226299694",,,"497,0","497,0"
Louveira,SP,1,0,0,0,0,"48885,0",0,0,0,0,0,0,0,0,0,0,0,"88,57522757492073","0,245474071801166","0,7364222154034981","87,96154239541781","12,0","36,0","4330,0","4300,0"
Lucélia,SP,1,1,0,0,0,"21747,0",1,0,0,0,0,0,0,0,0,0,0,"174,7827286522279",,"0,0919667080516853","174,69076194417622",,"2,0","3801,0","3799,0"
Lucianópolis,SP,1,1,0,0,0,"2394,0",1,0,0,0,0,0,0,0,0,0,0,"91,0609857978279",,,"91,0609857978279",,,"218,0","218,0"
Luiziânia,SP,1,1,0,0,0,"5790,0",1,0,0,0,0,0,0,0,0,0,0,"227,28842832469775",,,"227,28842832469775",,,"1316,0","1316,0"
Lupércio,SP,1,1,0,0,0,"4584,0",1,0,0,0,0,0,0,0,0,0,0,"69,58987783595114",,,"69,58987783595114",,,"319,0","319,0"
Lutécia,SP,0,1,0,0,0,"2649,0",1,0,0,0,0,0,0,0,0,0,0,"618,3465458663646",,"0,3775009437523594","617,9690449226123",,"1,0","1638,0","1637,0"
Macedônia,SP,1,1,0,0,0,"3698,0",1,0,0,0,0,0,0,0,0,0,0,"86,80367766360195",,,"86,80367766360195",,,"321,0","321,0"
Magda,SP,1,1,0,0,0,"3119,0",1,0,0,0,0,0,0,0,0,0,0,"212,5681308111574",,,"212,5681308111574",,,"663,0","663,0"
Mairinque,SP,1,0,1,0,0,"47150,0",0,0,0,0,0,0,0,0,0,0,0,"303,541887592789","7,889713679745494",,"273,00106044538705","372,0",,"14312,0","12872,0"
Mairiporã,SP,0,1,0,0,0,"100179,0",1,0,0,0,0,0,0,0,0,0,0,"132,41298076443167","1,2577486299523852",,"24,88545503548648","126,0",,"13265,0","2493,0"
Manduri,SP,1,0,0,0,0,"9846,0",0,0,0,0,0,0,0,0,0,0,0,"9,140767824497258","0,10156408693885842","0,6093845216331506","9,140767824497258","1,0","6,0","90,0","90,0"
Marabá Paulista,SP,1,1,0,0,0,"5853,0",1,0,0,0,0,0,0,0,0,0,0,"108,3205193917649",,,"108,3205193917649",,,"634,0","634,0"
Maracaí,SP,1,1,0,0,0,"14002,0",1,0,0,0,0,0,0,0,0,0,0,"291,0298528781602",,"0,14283673760891302","291,0298528781602",,"2,0","4075,0","4075,0"
Mariápolis,SP,1,1,0,0,0,"4084,0",1,0,0,0,0,0,0,0,0,0,0,"320,5190989226249",,,"320,5190989226249",,,"1309,0","1309,0"
Marília,SP,1,0,0,0,0,"238882,0",0,0,0,0,0,0,0,0,0,0,0,"101,39734262104302",,,"101,39734262104302",,,"24222,0","24222,0"
Marinópolis,SP,1,1,0,0,0,"2112,0",1,0,0,0,0,0,0,0,0,0,0,"228,21969696969697",,,"228,21969696969697",,,"482,0","482,0"
Matão,SP,1,0,1,0,0,"83170,0",0,0,0,0,0,0,0,0,0,0,0,"422,08729109053746","0,03788625706384514",,"422,08729109053746","3,151",,"35105,0","35105,0"
Mauá,SP,1,0,1,0,0,"472912,0",0,0,0,0,0,0,0,0,0,0,1,"706,9179889704639","0,004142419731366512","0,23894508914977838","629,8930879317928","1,959","113,0","334310,0","297884,0"
Meridiano,SP,1,1,0,0,0,"3836,0",1,0,0,0,0,0,0,0,0,0,0,"93,32638164754952",,,"93,32638164754952",,,"358,0","358,0"
Mesópolis,SP,0,1,0,0,0,"1908,0",1,0,0,0,0,0,0,0,0,0,0,"655,6603773584906",,"0,5241090146750524","655,6603773584906",,"1,0","1251,0","1251,0"
Miguelópolis,SP,1,1,0,0,0,"22226,0",1,0,0,0,0,0,0,0,0,0,0,"123,32403491406461",,,"123,32403491406461",,,"2741,0","2741,0"
Mineiros do Tietê,SP,0,0,1,0,0,"12908,0",0,0,0,0,0,0,0,0,0,0,0,"652,0762317942362","0,07747133560582585",,"562,5193678339015","1,0",,"8417,0","7261,0"
Miracatu,SP,1,1,0,0,0,"19779,0",1,0,0,0,0,0,0,0,0,0,0,"91,41008139946408",,"0,05055867334041155","91,20784670610243",,"1,0","1808,0","1804,0"
Mira Estrela,SP,1,1,0,0,0,"3086,0",1,0,0,0,0,0,0,0,0,0,0,"185,67725210628646",,"0,32404406999351915","185,67725210628646",,"1,0","573,0","573,0"
Mirandópolis,SP,1,0,0,0,0,"29564,0",0,0,0,0,0,0,0,0,0,0,0,"39,541334054931674","0,16912461101339468",,"38,15451224462184","5,0",,"1169,0","1128,0"
Mirante do Paranapanema,SP,1,1,0,0,0,"18259,0",1,0,0,0,0,0,0,0,0,0,0,"162,1666027712361",,"0,05476751191193384","162,05706774741225",,"1,0","2961,0","2959,0"
Mirassol,SP,1,0,1,0,0,"59824,0",0,0,0,0,0,0,0,0,0,0,0,"154,4530623161273",,,"154,4530623161273",,,"9240,0","9240,0"
Mococa,SP,0,1,0,0,0,"68885,0",1,0,0,0,0,0,0,0,0,0,0,"134,0495027945126",,,"134,0495027945126",,,"9234,0","9234,0"
Mogi das Cruzes,SP,1,0,0,0,0,"445842,0",0,0,0,0,0,0,0,0,0,0,0,"492,74855217767725","0,013614688611660633",,"489,1060061636185","6,07",,"219688,0","218064,0"
Mogi Guaçu,SP,1,0,0,0,0,"151888,0",0,0,0,0,0,0,0,0,0,0,0,"619,943642684083","1,9290529864110397",,"614,7424417992204","293,0",,"94162,0","93372,0"
Mogi Mirim,SP,1,0,0,0,0,"93189,0",0,0,0,0,0,0,0,0,0,0,0,"440,86748435974204","0,016482632070308728",,"440,86748435974204","1,536",,"41084,0","41084,0"
Mombuca,SP,1,1,0,0,0,"3493,0",1,0,0,0,0,0,0,0,0,0,0,"293,4440309189808",,,"293,4440309189808",,,"1025,0","1025,0"
Monções,SP,1,1,0,0,0,"2259,0",1,0,0,0,0,0,0,0,0,0,0,"93,4041611332448",,,"93,4041611332448",,,"211,0","211,0"
Mongaguá,SP,1,1,0,0,0,"56702,0",1,0,0,0,0,0,0,0,0,0,0,"285,8276603999859",,"0,01763606222002751","285,7747522133258",,"1,0","16207,0","16204,0"
Monte Alto,SP,1,1,0,0,0,"50498,0",1,0,0,0,0,0,0,0,0,0,0,"177,4327696146382","0,039605528931838885",,"177,39316408570636","2,0",,"8960,0","8958,0"
Monte Aprazível,SP,1,1,0,0,0,"25087,0",1,0,0,0,0,0,0,0,0,0,0,"141,8663052577032",,,"141,8264439749671",,,"3559,0","3558,0"
Monteiro Lobato,SP,1,1,0,0,0,"4653,0",1,0,0,0,0,0,0,0,0,0,0,"64,90436277670321",,,"64,90436277670321",,,"302,0","302,0"
Monte Mor,SP,1,1,0,0,0,"59772,0",1,0,0,0,0,0,0,0,0,0,0,"190,85859599812622",,,"190,80840527337213",,,"11408,0","11405,0"
Morungaba,SP,1,1,0,0,0,"13622,0",1,0,0,0,0,0,0,0,0,0,0,"144,61899867860814",,,"144,61899867860814",,,"1970,0","1970,0"
Murutinga do Sul,SP,1,0,0,0,0,"4486,0",0,0,0,0,0,0,0,0,0,0,0,"4,458314757021846","1,7833259028087383","1,7833259028087383","4,458314757021846","8,0","8,0","20,0","20,0"
Narandiba,SP,1,1,0,0,0,"4857,0",1,0,0,0,0,0,0,0,0,0,0,"291,1262095943998",,,"291,1262095943998",,,"1414,0","1414,0"
Nazaré Paulista,SP,1,1,0,0,0,"18524,0",1,0,0,0,0,0,0,0,0,0,0,"159,522781256748","2,1593608291945583",,"18,840423234722522","40,0",,"2955,0","349,0"
Nhandeara,SP,1,1,0,0,0,"11478,0",1,0,0,0,0,0,0,0,0,0,0,"131,64314340477435",,,"131,46889702038683",,,"1511,0","1509,0"
Nipoã,SP,1,1,0,0,0,"5213,0",1,0,0,0,0,0,0,0,0,0,0,"253,59677728755037",,,"253,59677728755037",,,"1322,0","1322,0"
Nova Campina,SP,1,1,0,0,0,"9755,0",1,0,0,0,0,0,0,0,0,0,0,"75,65351101998975",,,"75,65351101998975",,,"738,0","738,0"
Nova Canaã Paulista,SP,1,1,0,0,0,"1881,0",1,0,0,0,0,0,0,0,0,0,0,"318,44763423710793",,,"318,44763423710793",,,"599,0","599,0"
Nova Granada,SP,0,1,0,1,0,"21500,0",1,0,0,0,0,0,0,0,0,0,0,"112,32558139534883",,,"112,27906976744185",,,"2415,0","2414,0"
Nova Guataporanga,SP,1,1,0,0,0,"2316,0",1,0,0,0,0,0,0,0,0,0,0,"186,09671848013818",,,"186,09671848013818",,,"431,0","431,0"
Nova Luzitânia,SP,1,1,0,0,0,"4101,0",1,0,0,0,0,0,0,0,0,0,0,"100,2194586686174",,,"100,2194586686174",,,"411,0","411,0"
Nova Odessa,SP,1,1,0,0,0,"60174,0",0,0,0,0,0,0,0,0,0,0,0,"2,4595340180144247","3,0079436301392626","0,14956625785222855","2,4595340180144247","181,0","9,0","148,0","148,0"
Novo Horizonte,SP,0,1,0,0,0,"41052,0",1,0,0,0,0,0,0,0,0,0,0,"141,55217772581116",,,"141,55217772581116",,,"5811,0","5811,0"
Óleo,SP,1,1,0,0,0,"2496,0",1,0,0,0,0,0,0,0,0,0,0,"224,35897435897436",,"0,4006410256410256","224,35897435897436",,"1,0","560,0","560,0"
Olímpia,SP,1,0,0,0,0,"54772,0",0,0,0,0,0,0,0,0,0,0,0,"559,3551449645805",,,"559,3551449645805",,,"30637,0","30637,0"
Onda Verde,SP,1,1,0,0,0,"4381,0",1,0,0,0,0,0,0,0,0,0,0,"63,912348778817616",,,"63,912348778817616",,,"280,0","280,0"
Oriente,SP,1,1,0,0,0,"6515,0",1,0,0,0,0,0,0,0,0,0,0,"152,87797390636993",,"0,15349194167306215","152,87797390636993",,"1,0","996,0","996,0"
Orindiúva,SP,1,1,0,0,0,"7066,0",1,0,0,0,0,0,0,0,0,0,0,"54,344749504670254",,,"54,344749504670254",,,"384,0","384,0"
Orlândia,SP,1,0,0,0,0,"44028,0",0,0,0,0,0,0,0,0,0,0,0,"16,466793858453713","0,024461706186971924","1,2492050513309712","16,466793858453713","1,077","55,0","725,0","725,0"
Osasco,SP,1,1,0,0,0,"698418,0",1,0,0,0,0,0,0,0,0,0,0,"162,82655945293507","0,0036582676849680282",,"24,332133478804955","2,555",,"113721,0","16994,0"
Oscar Bressane,SP,1,1,0,0,0,"2603,0",1,0,0,0,0,0,0,0,0,0,0,"381,09873223203994",,,"381,09873223203994",,,"992,0","992,0"
Osvaldo Cruz,SP,1,1,0,0,0,"32879,0",1,0,0,0,0,0,0,0,0,0,0,"204,75075276012043",,,"204,72033820979956",,,"6732,0","6731,0"
Ourinhos,SP,0,0,0,0,0,"113542,0",0,0,0,0,0,0,0,0,0,0,0,"229,69473851085942","0,011960331859576193",,"223,0099874936147","1,358",,"26080,0","25321,0"
Ouroeste,SP,1,1,0,0,0,"10361,0",1,0,0,0,0,0,0,0,0,0,0,"135,5081555834379",,,"135,5081555834379",,,"1404,0","1404,0"
Palestina,SP,1,0,1,0,0,"12957,0",0,0,0,0,0,0,0,0,0,0,0,"108,2040595816933",,,"108,2040595816933",,,"1402,0","1402,0"
Palmares Paulista,SP,1,1,0,0,0,"13275,0",1,0,0,0,0,0,0,0,0,0,0,"155,78154425612053",,,"155,78154425612053",,,"2068,0","2068,0"
Palmital,SP,1,0,0,0,0,"22221,0",0,0,0,0,0,0,0,0,0,0,0,"160,02880158408715","9,810539579676883","0,13500742540839744","160,02880158408715","218,0","3,0","3556,0","3556,0"
Paraguaçu Paulista,SP,1,1,0,0,0,"45703,0",1,0,0,0,0,0,0,0,0,0,0,"201,97798831586547",,,"201,97798831586547",,,"9231,0","9231,0"
Paraibuna,SP,1,0,1,0,0,"18222,0",0,0,0,0,0,0,0,0,0,0,0,"84,78761936121172","10,756228734496762",,"84,78761936121172","196,0",,"1545,0","1545,0"
Paranapanema,SP,0,1,0,0,0,"20197,0",1,0,0,0,0,0,0,0,0,0,0,"111,00658513640639",,,"111,00658513640639",,,"2242,0","2242,0"
Paranapuã,SP,1,1,0,0,0,"4078,0",1,0,0,0,0,0,0,0,0,0,0,"539,9705738106915",,"0,24521824423737126","539,9705738106915",,"1,0","2202,0","2202,0"
Parapuã,SP,1,1,0,0,0,"10964,0",1,0,0,0,0,0,0,0,0,0,0,"186,42831083546153",,,"186,42831083546153",,,"2044,0","2044,0"
Pardinho,SP,1,1,0,0,0,"6435,0",1,0,0,0,0,0,0,0,0,0,0,"116,3947163947164",,"0,1554001554001554","116,3947163947164",,"1,0","749,0","749,0"
Pariquera-Açu,SP,1,1,0,0,0,"19648,0",1,0,0,0,0,0,0,0,0,0,0,"100,67182410423453",,"0,2544788273615635","100,62092833876221",,"5,0","1978,0","1977,0"
Patrocínio Paulista,SP,1,0,0,0,0,"14670,0",0,0,0,0,0,0,0,0,0,0,0,"63,394683026584865",,"0,40899795501022496","63,394683026584865",,"6,0","930,0","930,0"
Paulínia,SP,1,1,0,0,0,"109424,0",1,0,0,0,0,0,0,0,0,0,0,"129,99890334844275",,"0,009138762977043427","129,99890334844275",,"1,0","14225,0","14225,0"
Paulistânia,SP,1,1,0,0,0,"1833,0",1,0,0,0,0,0,0,0,0,0,0,"177,3049645390071",,,"177,3049645390071",,,"325,0","325,0"
Paulo de Faria,SP,1,1,0,0,0,"8945,0",1,0,0,0,0,0,0,0,0,0,0,"79,15036333147009",,,"79,15036333147009",,,"708,0","708,0"
Pederneiras,SP,0,1,0,1,0,"46687,0",1,0,0,0,0,0,0,0,0,0,0,"195,17210358343866",,,"195,10784586715786",,,"9112,0","9109,0"
Pedra Bela,SP,1,1,0,0,0,"6093,0",1,0,0,0,0,0,0,0,0,0,0,"80,420154275398","0,6564910553093714",,"11,488593467913999","4,0",,"490,0","70,0"
Pedranópolis,SP,1,1,0,0,0,"2494,0",1,0,0,0,0,0,0,0,0,0,0,"103,84923817161187",,,"103,84923817161187",,,"259,0","259,0"
Pedregulho,SP,0,1,0,0,0,"16744,0",1,0,0,0,0,0,0,0,0,0,0,"92,33158146201625",,,"92,33158146201625",,,"1546,0","1546,0"
Pedreira,SP,1,0,0,0,0,"47919,0",0,0,0,0,0,0,0,0,0,0,0,"174,46106972182224","0,030593292848348257",,"174,46106972182224","1,466",,"8360,0","8360,0"
Pedrinhas Paulista,SP,1,1,0,0,0,"3093,0",1,0,0,0,0,0,0,0,0,0,0,"463,3042353701908",,,"463,3042353701908",,,"1433,0","1433,0"
Pedro de Toledo,SP,0,1,0,0,0,"11331,0",1,0,0,0,0,0,0,0,0,0,0,"112,43491307033801",,,"112,43491307033801",,,"1274,0","1274,0"
Penápolis,SP,0,0,0,0,0,"63407,0",0,0,0,0,0,0,0,0,0,0,0,"108,97850395066791",,,"108,97850395066791",,,"6910,0","6910,0"
